mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta_mfcc_13_mean,delta_mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,rms_mean,rms_std,pitch_mean,pitch_std,duration,tempo
0.0,-0.013673714233171985,0.0,0.0,0.0,0.0,0.0,-0.02433054105550949,0.0,0.0,0.0,0.0,-0.019556676519629227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06903138414222204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010987248855906611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013648998083119288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04787019538439913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005722064701769816,0.0,0.0,0.0,0.0,-0.003338769427987748,0.0,0.0,0.0,0.0,-0.07342435632547951,0.0
-0.07880646809481769,0.0,-0.03397677670187609,0.0,-0.04249604650562144,0.0,0.0,0.0,0.0,0.0,-0.028955326819899808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021103759491306107,-0.026944725054935986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04650834492318409,0.0,0.0,0.0,0.0,0.0,-0.05021500258587313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02135934204984827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1959310782341339,0.0
0.0,0.18056365129890875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012823310641909886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05748885832234672,0.0,0.15350123979326738,0.0,0.0,0.06696621211684395,0.0,0.0,0.0,0.0,0.012818632614633911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011061214612676786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08022634315862431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19590121809762978,0.0
0.0,0.0,0.0,0.0,0.0,-0.04630292099010502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06134157423421498,0.0,0.06041041215686528,0.0,0.0,-0.03835692511189321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07682706439779216,0.10499173558513655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10800371807022507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0536129428206203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024999872634892773,0.12110849050671732,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13091277495367526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024217870739144255,0.09419909289078987,0.0,0.0,0.0,0.0,0.028937326549661038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012175339648217584,0.0,0.0,0.0,0.01047497047502981,-0.14967011383287537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028340915114936027,0.0,0.0,0.0,0.0,0.0,0.0,0.012930106663034319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026198335936573808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.03464996467562532,-0.060045509459713375,-0.022295618377290025,-0.013544623902408646,0.0,-0.012728402941240672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010185374296858079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01559557573289997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019333933946479864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001763195164050376,0.0,-0.014837194549605122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07224277818365202,0.0,0.0,0.0,0.0,0.06156514346545529,0.03674383831944271,0.0,0.05433550667813836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0502919683950664,0.0,0.0,0.04448234353018105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04752545504661924,0.0,0.0,0.0,0.0,-0.0437736287564134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04100940474413863,0.0,0.0,-0.07685610125441882,0.0
0.0,0.0,0.07469053706066266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06610364475073166,-0.06125510365896006,0.0,0.0,0.0,0.0,0.0,0.034957264732531114,-0.027103774436630996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04608682467346896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15573325251495682,0.0,0.0,0.0,0.0,0.0,-0.03277018101815949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012952172884783718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028274638042369474
0.0,-0.013355916681898896,0.0,-0.03398206179606857,-0.015207306641745438,0.0,-0.010572337488395372,-0.03363558785334199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02041535656923686,-0.013885377419697451,0.0,0.0,0.0,0.0,-0.017366385026308596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009960611142004389,0.0,0.0,-0.014857303669618684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029154185764205073,0.0,0.0,0.0,0.0,0.1453358966484265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07853801605488506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459776842395263,0.0,0.0,0.00818567131737819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06011094581189042,0.0,0.05144050606576205,0.0,0.06981087300553862,0.0,0.0,0.05212756276679209,0.0,0.0,0.0,0.0,0.025406656225808046,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030835129537144554,0.0,0.0,0.0,0.0,0.0,0.020791385906452905,0.11279463666451792,0.0,0.11312442379072699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08157910686364901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009327501682901439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01947251151104654,0.0,0.0,0.034170726370947965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012770047475444413,0.0,0.0,0.0,0.0,0.0,0.0,0.0806767312226986,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593987316006296,0.06703269019876544,0.0,-0.059373929630365176,0.0,-0.003419976893581704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11631951467188298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07290554299100076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02110378234926473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02802897579989533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022134148077577215,0.0,0.0,0.0,-0.039913736168246235
-0.030233770170385123,-0.050325813997132984,0.0,0.0,0.0,0.0,0.0,0.07552977914617148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0264009059131074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03555032234306353,0.0,0.0716012984670377,0.0,-0.0031479164909710795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05144089568928777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013697666528264494,-0.06942145948765084,0.0
0.0,0.1965414111488116,0.0,-0.043290125603966376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08936150828428918,0.0,0.0,0.0,0.0,-0.03288522093984312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039391417374520434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007537461478187863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04690667401398699,0.0,0.0,0.0,0.0,-0.015646672962887173,0.0,0.0,0.0,0.0,0.0,0.0,-0.01781487273185682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07688946049938675
0.0,-0.027596730586368544,0.0,0.0,-0.0042986519723726135,0.0,0.0,-0.02578974538605266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012925296494418469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026823124837330948,0.0,-0.01242760606357091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00638516727558444,0.0,0.0,0.0,0.0,0.0,-0.013047288920924565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028022068975276034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022457256088311173,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012468215946112384,-0.02053747025069209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01742035373250103,-0.00883907645446031,0.0,0.0,-0.012483006535939575,0.0,0.0,0.0,0.0,0.0,-0.01089150507919062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05426592204076389,0.0,-0.00974704872004335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023204738304642286,0.0,0.0,0.0,0.0,0.0,-0.016187767955302735,0.0,0.0,0.0,0.0
