mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta_mfcc_13_mean,delta_mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,rms_mean,rms_std,pitch_mean,pitch_std,duration,tempo
0.0,0.09279626939374835,-0.047408895064713456,-0.05345185871395357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016281045088583003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04384912277477197,0.0,0.0,0.0,-0.010498762402640957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023011717957607633,0.0,-0.04637849083760761,-0.01655162815095859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.001438359353085116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007902396027292754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014934999324571156,0.0,0.0,0.0,0.0,-0.008527992415564654,0.0,0.0,-0.0011869926633331918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001664455299321196,-0.005767492305667961,-0.0020246416856498296,0.0,-0.021984542428225385,0.0,0.0,0.0,0.0,-0.009684490103110283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0006959488384142558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016453108505349177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017144524554763608,0.0,0.0,-0.01302619383446395,0.0,0.0,-0.013310096509473249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011530948083676055,0.0,-0.013393594478056658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032270164077843354,0.0,0.0,0.0,0.0,-0.024134466232825603,-0.010972072354854475
0.0,0.0,0.0,-0.057264953386240505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02662290851263338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005807196427815691,0.0,0.019816566027409853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274972272116902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011225507443104044,0.0,0.0,0.0,0.018655485421705312,0.0,0.0,0.0,0.0,0.005501012597147266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015087222679031575,0.013279185179664662,0.0,0.0,0.0
0.03627519713736656,0.0,0.0,0.0,0.0,0.0,0.0,0.04182611756566673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010897485573968899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028061015017214794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11547809170286572,0.0,0.0,0.0,0.0,0.0,0.0,0.001036279937527464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017946536978895544,0.0004905613364760556,0.0,-0.018354908480701367,0.0
0.0,0.05477992960394989,0.0751859706450527,0.2920361924014774,0.0,0.0,0.0571663792237861,0.0,0.0,0.0,0.0790884925630067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053217551985009354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08481393012176752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026198708103987133,0.0,0.0,0.0,0.0,0.0,-0.008574950853272234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01632730495085067
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03482304812529705,0.0,0.0973443169969311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043156556053398284,0.0,0.0,0.0,0.0,0.02129603183678527,0.09873372408538383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13412394440497447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025249318268625403,0.0,0.0,0.03528246441664107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060825777653688934,0.0,0.0,0.03689506012660197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.008225212634928465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04671948515265835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004954714216812425,0.0,0.0,0.0,0.0,0.017285197860782003,0.0,0.0,0.015756982273813863,0.0,0.0,0.0,0.0,0.022221347861893354,0.020455677380595557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00438264827024847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00219305935767053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013194142310449028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.07108087370329454,0.04905888163490347,0.0,0.0,0.0,0.0,0.0,0.0,0.061979514782215306,0.0,0.0,0.0,0.0798119639063314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04286367306810662,0.0,0.03208497158981486,0.0,0.0,0.031275081378681575,0.0,0.0,0.0,0.0,0.0,0.07162137677646058,0.0,0.0,0.0,0.0,0.0,0.03436338953445833,0.012711610060777938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012336915995528625,0.0,0.0,0.036542111641664515,0.0,0.0,0.0,-0.025563524848306724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028127714350271026,0.0,0.0,0.0,0.0,0.04672949052744077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05435886168883926,0.0,0.0,0.0,0.0,0.047728277742218994,0.0,0.03454999803622061,0.0,0.0,-0.06174770763355851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06747233059519755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
